run_id,source_system,source_id,master_customer_id,confidence,match_status,match_rule
run_20260831T172354Z,CRM,C0071,MC0071,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0072,MC0072,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0073,MC0073,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0074,MC0074,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0075,MC0075,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0076,MC0076,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0077,MC0077,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0078,MC0078,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0079,MC0079,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0080,MC0080,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0081,MC0081,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0082,MC0082,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0083,MC0083,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0084,MC0084,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0085,MC0085,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0086,MC0086,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0087,MC0087,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0088,MC0088,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0089,MC0089,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0090,MC0090,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0091,MC0091,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0092,MC0092,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0093,MC0093,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0094,MC0094,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0095,MC0095,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0096,MC0096,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0097,MC0097,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0098,MC0098,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0099,MC0099,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0100,MC0100,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0101,MC0101,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0102,MC0102,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0103,MC0103,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0104,MC0104,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0105,MC0105,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0106,MC0106,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0107,MC0107,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0108,MC0108,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0109,MC0109,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0110,MC0110,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0111,MC0111,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0112,MC0112,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0113,MC0113,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0114,MC0114,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0115,MC0115,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0116,MC0116,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0117,MC0117,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0118,MC0118,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0119,MC0119,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0120,MC0120,1.0,new_master,new_canonical_entity
run_20260831T172354Z,CRM,C0121,MC0001,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0001,MC0001,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0002,MC0002,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0003,MC0003,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0004,MC0004,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0005,MC0005,0.98,auto_matched,exact_phone
run_20260831T172354Z,ERP,E0006,MC0006,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0007,MC0007,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0008,MC0008,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0009,MC0009,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0010,MC0010,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0011,MC0011,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0012,MC0012,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0013,MC0013,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0014,MC0014,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0015,MC0015,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0016,MC0016,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0017,MC0017,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0018,MC0018,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0019,MC0019,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0020,MC0020,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0021,MC0021,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0022,MC0022,0.98,auto_matched,exact_phone
run_20260831T172354Z,ERP,E0023,MC0023,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0024,MC0024,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0025,MC0025,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0026,MC0026,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0027,MC0027,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0028,MC0028,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0029,MC0029,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0030,MC0030,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0031,MC0031,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0032,MC0032,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0033,MC0033,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0034,MC0034,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0035,MC0035,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0036,MC0036,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0037,MC0037,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0038,MC0038,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0039,MC0039,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0040,MC0040,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0041,MC0041,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0042,MC0042,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0043,MC0043,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0044,MC0044,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0045,MC0045,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0046,MC0046,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0047,MC0047,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0048,MC0048,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0049,MC0049,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0050,MC0050,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0051,MC0051,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0052,MC0052,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0053,MC0053,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0054,MC0054,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0055,MC0055,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0056,MC0056,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0057,MC0057,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0058,MC0058,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0059,MC0059,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0060,MC0060,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0061,MC0061,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0062,MC0062,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0063,MC0063,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0064,MC0064,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0065,MC0065,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0066,MC0066,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0067,MC0067,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0068,MC0068,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0069,MC0069,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0070,MC0070,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0071,MC0071,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0072,MC0072,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0073,MC0073,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0074,MC0074,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0075,MC0075,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0076,MC0076,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0077,MC0077,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0078,MC0078,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0079,MC0079,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0080,MC0080,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0081,MC0081,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0082,MC0082,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0083,MC0083,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0084,MC0084,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0085,MC0085,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0086,MC0086,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0087,MC0087,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0088,MC0088,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0089,MC0089,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0090,MC0090,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0091,MC0091,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0092,MC0092,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0093,MC0093,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0094,MC0094,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0095,MC0095,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0096,MC0096,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0097,MC0097,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0098,MC0098,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0099,MC0099,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0100,MC0100,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0101,MC0101,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0102,MC0102,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0103,MC0103,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0104,MC0104,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0105,MC0105,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0106,MC0106,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0107,MC0107,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0108,MC0108,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0109,MC0109,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0110,MC0110,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0111,MC0111,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0112,MC0112,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0113,MC0113,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0114,MC0114,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0115,MC0115,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0116,MC0116,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0117,MC0117,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0118,MC0118,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0119,MC0119,1.0,auto_matched,exact_email
run_20260831T172354Z,ERP,E0120,MC0120,1.0,auto_matched,exact_email
run_20260831T172354Z,SALES,C0008,MC0008,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0117,MC0117,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0070,MC0070,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0072,MC0072,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0067,MC0067,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0040,MC0040,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0104,MC0104,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0018,MC0018,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0109,MC0109,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0095,MC0095,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C9999,MC0057,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0102,MC0102,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0071,MC0071,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0033,MC0033,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0048,MC0048,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0032,MC0032,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0074,MC0074,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0086,MC0086,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0073,MC0073,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0119,MC0119,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0003,MC0003,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0050,MC0050,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0094,MC0094,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0058,MC0058,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0110,MC0110,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0060,MC0060,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0001,MC0001,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0006,MC0006,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0076,MC0076,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0096,MC0096,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0103,MC0103,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0047,MC0047,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0026,MC0026,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0064,MC0064,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0082,MC0082,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0025,MC0025,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0091,MC0091,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0069,MC0069,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0005,MC0005,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0036,MC0036,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0053,MC0053,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0063,MC0063,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0049,MC0049,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0098,MC0098,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0090,MC0090,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0044,MC0044,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0057,MC0057,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0116,MC0116,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0061,MC0061,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0115,MC0115,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0037,MC0037,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0012,MC0012,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0022,MC0022,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0029,MC0029,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0093,MC0093,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0056,MC0056,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0042,MC0042,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0027,MC0027,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0052,MC0052,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0089,MC0089,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0011,MC0011,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0014,MC0014,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0002,MC0002,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0120,MC0120,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0019,MC0019,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0038,MC0038,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0023,MC0023,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0087,MC0087,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0108,MC0108,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0085,MC0085,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0114,MC0114,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0013,MC0013,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0078,MC0078,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0031,MC0031,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0113,MC0113,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0107,MC0107,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0043,MC0043,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0059,MC0059,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0034,MC0034,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0099,MC0099,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0111,MC0111,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0097,MC0097,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0101,MC0101,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0105,MC0105,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0007,MC0007,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0075,MC0075,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0083,MC0083,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0054,MC0054,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0041,MC0041,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0055,MC0055,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0020,MC0020,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0046,MC0046,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0084,MC0084,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0118,MC0118,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0045,MC0045,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0035,MC0035,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0039,MC0039,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0088,MC0088,0.95,auto_matched,exact_normalized_name
run_20260831T172354Z,SALES,C0079,MC0079,0.95,auto_matched,exact_normalized_name
